cycle_id,timestamp_beat,timestamp_ms,obligations_count,unique_parties,assets_traded,gross_total,net_total,netting_efficiency_pct,cumulative_gross,cumulative_net,phi_alignment
NET-000514,4112,3589776,58,42,7,19037.767255,17078.926719,10.2892,7455020.180141,6698027.984823,0.515142
NET-000515,4120,3596760,74,49,7,23053.111238,20066.406717,12.9558,7478073.291379,6718094.39154,0.488476
NET-000516,4128,3603744,19,25,7,6455.563152,6455.563152,-0.0,7484528.854531,6724549.954692,0.618034
NET-000517,4136,3610728,19,29,6,5940.345562,5940.345562,-0.0,7490469.200093,6730490.300254,0.618034
NET-000518,4144,3617712,58,45,7,16907.225068,15898.798369,5.9645,7507376.425161,6746389.098623,0.558389
NET-000519,4152,3624696,38,39,7,12077.279348,11455.207009,5.1508,7519453.704509,6757844.305632,0.566526
NET-000520,4160,3631680,20,29,6,6402.249628,6378.74882,0.3671,7525855.954137,6764223.054452,0.614363
NET-000521,4168,3638664,22,29,7,5279.282943,5272.3419,0.1315,7531135.23708,6769495.396352,0.616719
NET-000522,4176,3645648,82,49,7,24336.692476,21649.932793,11.04,7555471.929556,6791145.329145,0.507634
NET-000523,4184,3652632,6,12,3,1889.036835,1889.036835,0.0,7557360.966391,6793034.36598,0.618034
NET-000524,4192,3659616,23,29,6,6647.828831,6647.828831,-0.0,7564008.795222,6799682.194811,0.618034
NET-000525,4200,3666600,18,27,7,5692.059834,5636.735917,0.9719,7569700.855056,6805318.930728,0.608314
NET-000526,4208,3673584,23,27,7,5978.660095,5926.22454,0.877,7575679.515151,6811245.155268,0.609264
NET-000527,4216,3680568,52,45,7,16506.827125,14711.307439,10.8774,7592186.342276,6825956.462707,0.50926
NET-000528,4224,3687552,77,48,7,21981.74617,19911.959002,9.4159,7614168.088446,6845868.421709,0.523875
NET-000529,4232,3694536,9,13,5,3065.410335,2811.583249,8.2804,7617233.498781,6848680.004958,0.53523
NET-000530,4240,3701520,87,48,7,24139.351615,21731.844834,9.9734,7641372.850396,6870411.849792,0.5183
NET-000531,4248,3708504,88,48,7,29647.972243,25726.37116,13.2272,7671020.822639,6896138.220952,0.485762
NET-000532,4256,3715488,74,48,7,25315.124494,23554.48246,6.9549,7696335.947133,6919692.703412,0.548485
NET-000533,4264,3722472,8,16,5,3225.373008,3225.373008,0.0,7699561.320141,6922918.07642,0.618034
NET-000534,4272,3729456,26,32,7,7404.715417,6890.8753,6.9394,7706966.035558,6929808.95172,0.54864
NET-000535,4280,3736440,85,50,7,24859.719133,21216.556235,14.6549,7731825.754691,6951025.507955,0.471485
NET-000536,4288,3743424,73,45,7,21531.848137,20025.124258,6.9977,7753357.602828,6971050.632213,0.548057
NET-000537,4296,3750408,76,48,7,23014.077049,19466.431813,15.4151,7776371.679877,6990517.064026,0.463883
NET-000538,4304,3757392,32,38,7,10422.508869,10422.508869,0.0,7786794.188746,7000939.572895,0.618034
NET-000539,4312,3764376,34,36,7,9868.643381,8639.551854,12.4545,7796662.832127,7009579.124749,0.493489
NET-000540,4320,3771360,52,42,7,18372.530165,17242.730318,6.1494,7815035.362292,7026821.855067,0.55654
NET-000541,4328,3778344,78,50,7,25713.281016,23370.232265,9.1122,7840748.643308,7050192.087332,0.526912
NET-000542,4336,3785328,79,49,7,25000.296445,22722.015459,9.113,7865748.939753,7072914.102791,0.526904
NET-000543,4344,3792312,77,48,7,23330.072765,19448.709032,16.6367,7889079.012518,7092362.811823,0.451667
NET-000544,4352,3799296,29,34,7,8190.302421,7873.693794,3.8657,7897269.314939,7100236.505617,0.579377
NET-000545,4360,3806280,69,46,7,23532.960287,21228.01164,9.7946,7920802.275226,7121464.517257,0.520088
NET-000546,4368,3813264,69,46,7,22190.718755,19852.508753,10.5369,7942992.993981,7141317.02601,0.512665
NET-000547,4376,3820248,46,44,7,14949.472439,14273.388509,4.5225,7957942.46642,7155590.414519,0.572809
NET-000548,4384,3827232,47,42,7,12251.83309,10730.128093,12.4202,7970194.29951,7166320.542612,0.493832
NET-000549,4392,3834216,67,48,7,19989.053357,18306.980362,8.415,7990183.352867,7184627.522974,0.533884
NET-000550,4400,3841200,25,29,7,9061.621249,8948.661759,1.2466,7999244.974116,7193576.184733,0.605568
NET-000551,4408,3848184,87,49,7,28594.851779,24172.936455,15.464,8027839.825895,7217749.121188,0.463394
NET-000552,4416,3855168,58,47,7,14575.697453,14166.986094,2.8041,8042415.523348,7231916.107282,0.589993
NET-000553,4424,3862152,25,34,7,7617.372518,7595.322663,0.2895,8050032.895866,7239511.429945,0.615139
NET-000554,4432,3869136,89,50,7,25743.548603,23621.281072,8.2439,8075776.444469,7263132.711017,0.535595
NET-000555,4440,3876120,85,48,7,24743.528623,20868.033253,15.6627,8100519.973092,7284000.74427,0.461407
NET-000556,4448,3883104,77,48,7,25129.239988,22189.852581,11.6971,8125649.21308,7306190.596851,0.501063
NET-000557,4456,3890088,61,45,7,20924.120858,17731.417175,15.2585,8146573.333938,7323922.014026,0.465449
NET-000558,4464,3897072,75,47,7,22621.694285,19920.980869,11.9386,8169195.028223,7343842.994895,0.498648
NET-000559,4472,3904056,56,43,7,17232.22322,15215.555096,11.7029,8186427.251443,7359058.549991,0.501005
NET-000560,4480,3911040,48,46,7,14489.57219,13131.401855,9.3734,8200916.823633,7372189.951846,0.5243
NET-000561,4488,3918024,41,40,7,12453.308881,12078.528329,3.0095,8213370.132514,7384268.480175,0.587939
NET-000562,4496,3925008,25,32,7,7105.168405,7081.788135,0.3291,8220475.300919,7391350.26831,0.614743
NET-000563,4504,3931992,11,19,7,2568.777417,2568.777417,0.0,8223044.078336,7393919.045727,0.618034
NET-000564,4512,3938976,10,17,7,3418.839199,3418.839199,0.0,8226462.917535,7397337.884926,0.618034
NET-000565,4520,3945960,29,34,7,8257.123198,8117.398397,1.6922,8234720.040733,7405455.283323,0.601112
NET-000566,4528,3952944,15,22,6,5375.732172,5117.663702,4.8006,8240095.772905,7410572.947025,0.570028
NET-000567,4536,3959928,14,22,6,4298.511672,3948.828549,8.135,8244394.284577,7414521.775574,0.536684
NET-000568,4544,3966912,83,49,7,25114.104984,22762.508788,9.3636,8269508.389561,7437284.284362,0.524398
NET-000569,4552,3973896,70,47,7,22270.315742,20704.332525,7.0317,8291778.705303,7457988.616887,0.547717
NET-000570,4560,3980880,39,38,7,13208.290211,12418.690559,5.9781,8304986.995514,7470407.307446,0.558253
NET-000571,4568,3987864,67,46,7,20607.320055,17625.420717,14.4701,8325594.315569,7488032.728163,0.473333
NET-000572,4576,3994848,81,48,7,24960.269262,20510.514192,17.8274,8350554.584831,7508543.242355,0.43976
NET-000573,4584,4001832,68,47,7,23099.741681,20528.02006,11.1331,8373654.326512,7529071.262415,0.506703
NET-000574,4592,4008816,79,46,7,26115.415279,23904.666219,8.4653,8399769.741791,7552975.928634,0.533381
NET-000575,4600,4015800,54,45,7,18152.029472,16310.329171,10.146,8417921.771263,7569286.257805,0.516574
NET-000576,4608,4022784,50,42,7,16915.6571,15715.531095,7.0948,8434837.428363,7585001.7889,0.547086
NET-000577,4616,4029768,52,43,7,15532.871132,14512.994354,6.5659,8450370.299495,7599514.783254,0.552375
NET-000578,4624,4036752,68,47,7,24034.256403,22796.799943,5.1487,8474404.555898,7622311.583197,0.566547
NET-000579,4632,4043736,77,48,7,23878.197962,20731.766717,13.177,8498282.75386,7643043.349914,0.486264
NET-000580,4640,4050720,50,41,7,15925.801033,12932.684988,18.7941,8514208.554893,7655976.034902,0.430093
NET-000581,4648,4057704,86,49,7,26152.949226,22056.970623,15.6616,8540361.504119,7678033.005525,0.461418
NET-000582,4656,4064688,71,45,7,21911.660509,19849.21181,9.4126,8562273.164628,7697882.217335,0.523908
NET-000583,4664,4071672,78,46,7,24620.961909,19761.772923,19.736,8586894.126537,7717643.990258,0.420674
NET-000584,4672,4078656,24,35,6,8293.176701,8136.500835,1.8892,8595187.303238,7725780.491093,0.599142
NET-000585,4680,4085640,54,43,7,17366.179726,15630.595427,9.994,8612553.482964,7741411.08652,0.518094
NET-000586,4688,4092624,47,44,7,15729.156799,15529.511458,1.2693,8628282.639763,7756940.597978,0.605341
NET-000587,4696,4099608,30,35,7,9956.984394,9822.656373,1.3491,8638239.624157,7766763.254351,0.604543
NET-000588,4704,4106592,11,18,6,4001.468049,3571.411777,10.7475,8642241.092206,7770334.666128,0.510559
NET-000589,4712,4113576,30,34,7,8759.860168,8756.153278,0.0423,8651000.952374,7779090.819406,0.617611
NET-000590,4720,4120560,89,48,7,27550.71554,24432.715738,11.3173,8678551.667914,7803523.535144,0.504861
NET-000591,4728,4127544,74,46,7,22620.903781,19861.868575,12.1968,8701172.571695,7823385.403719,0.496066
NET-000592,4736,4134528,64,47,7,19372.29676,17677.109357,8.7506,8720544.868455,7841062.513076,0.530528
NET-000593,4744,4141512,61,45,7,19404.199485,17081.963869,11.9677,8739949.06794,7858144.476945,0.498357
NET-000594,4752,4148496,49,44,7,14388.931868,12495.302525,13.1603,8754337.999808,7870639.77947,0.486431
NET-000595,4760,4155480,39,35,7,15037.548484,13077.368404,13.0352,8769375.548292,7883717.147874,0.487682
NET-000596,4768,4162464,63,49,7,20877.807815,18089.96906,13.3531,8790253.356107,7901807.116934,0.484503
NET-000597,4776,4169448,35,37,6,11990.398557,10609.078604,11.5202,8802243.754664,7912416.195538,0.502832
NET-000598,4784,4176432,44,40,7,13941.392494,12476.41991,10.5081,8816185.147158,7924892.615448,0.512953
NET-000599,4792,4183416,8,14,5,1752.335578,1752.335578,0.0,8817937.482736,7926644.951026,0.618034
NET-000600,4800,4190400,75,47,7,23195.563564,19068.440667,17.7927,8841133.0463,7945713.391693,0.440107
NET-000601,4808,4197384,14,22,5,3925.232384,3670.843737,6.4809,8845058.278684,7949384.23543,0.553225
NET-000602,4816,4204368,11,18,6,4353.568702,4353.568702,0.0,8849411.847386,7953737.804132,0.618034
NET-000603,4824,4211352,17,26,6,7441.169522,7441.169522,0.0,8856853.016908,7961178.973654,0.618034
NET-000604,4832,4218336,89,50,7,28726.534954,25924.63675,9.7537,8885579.551862,7987103.610404,0.520497
NET-000605,4840,4225320,41,40,7,13232.336008,11210.855825,15.2768,8898811.88787,7998314.466229,0.465266
NET-000606,4848,4232304,43,40,7,14336.346705,12930.444682,9.8066,8913148.234575,8011244.910911,0.519968
NET-000607,4856,4239288,51,44,7,14743.014777,13297.373291,9.8056,8927891.249352,8024542.284202,0.519978
NET-000608,4864,4246272,87,48,7,30581.069477,27233.82396,10.9455,8958472.318829,8051776.108162,0.508579
NET-000609,4872,4253256,39,41,7,11692.169467,11288.426335,3.4531,8970164.488296,8063064.534497,0.583503
NET-000610,4880,4260240,72,48,7,23176.281198,18080.925037,21.9852,8993340.769494,8081145.459534,0.398182
NET-000611,4888,4267224,84,50,7,24699.264362,22669.182372,8.2192,9018040.033856,8103814.641906,0.535842
NET-000612,4896,4274208,53,44,7,15707.91677,13589.988066,13.4832,9033747.950626,8117404.629972,0.483202
NET-000613,4904,4281192,86,50,7,27859.709848,23126.257476,16.9903,9061607.660474,8140530.887448,0.448131
NET-000614,4912,4288176,75,47,7,23930.619489,21862.865731,8.6406,9085538.279963,8162393.753179,0.531628
NET-000615,4920,4295160,77,49,7,23217.368444,19549.712083,15.797,9108755.648407,8181943.465262,0.460064
NET-000616,4928,4302144,51,44,7,16129.099143,12922.432625,19.8812,9124884.74755,8194865.897887,0.419221
NET-000617,4936,4309128,79,49,7,22549.587732,21679.728953,3.8575,9147434.335282,8216545.62684,0.579459
NET-000618,4944,4316112,77,48,7,26580.686499,24422.682861,8.1187,9174015.021781,8240968.309701,0.536847
NET-000619,4952,4323096,67,47,7,21422.606238,19811.213626,7.5219,9195437.628019,8260779.523327,0.542815
NET-000620,4960,4330080,40,42,7,10723.619946,10528.586636,1.8187,9206161.247965,8271308.109963,0.599847
NET-000621,4968,4337064,45,44,7,12556.3231,11457.152939,8.7539,9218717.571065,8282765.262902,0.530495
NET-000622,4976,4344048,83,48,7,21852.390546,20617.964751,5.6489,9240569.961611,8303383.227653,0.561545
NET-000623,4984,4351032,71,47,7,21995.101164,19431.795709,11.654,9262565.062775,8322815.023362,0.501494
NET-000624,4992,4358016,52,41,7,15958.856478,13285.32475,16.7527,9278523.919253,8336100.348112,0.450507
NET-000625,5000,4365000,47,44,7,13306.289522,12533.368878,5.8087,9291830.208775,8348633.71699,0.559947
NET-000626,5008,4371984,32,38,7,8124.314456,8037.91133,1.0635,9299954.523231,8356671.62832,0.607399
NET-000627,5016,4378968,76,49,7,23650.691074,19426.948328,17.8589,9323605.214305,8376098.576648,0.439445
NET-000628,5024,4385952,87,50,7,27518.312624,23691.893296,13.905,9351123.526929,8399790.469944,0.478984
NET-000629,5032,4392936,89,46,7,25351.518036,22130.223201,12.7065,9376475.044965,8421920.693145,0.490969
NET-000630,5040,4399920,83,50,7,25623.89269,22252.371687,13.1577,9402098.937655,8444173.064832,0.486457
NET-000631,5048,4406904,60,46,7,18230.405006,15954.005041,12.4868,9420329.342661,8460127.069873,0.493166
NET-000632,5056,4413888,45,42,7,14171.283084,13498.711085,4.746,9434500.625745,8473625.780958,0.570574
NET-000633,5064,4420872,14,21,6,4165.982097,3850.879152,7.5637,9438666.607842,8477476.66011,0.542397
NET-000634,5072,4427856,39,42,7,10806.504972,10386.917025,3.8827,9449473.112814,8487863.577135,0.579207
NET-000635,5080,4434840,52,45,7,15677.225963,13444.255468,14.2434,9465150.338777,8501307.832603,0.4756
NET-000636,5088,4441824,34,41,7,11711.788629,10263.332908,12.3675,9476862.127406,8511571.165511,0.494359
NET-000637,5096,4448808,50,44,7,18013.005575,16100.430152,10.6177,9494875.132981,8527671.595663,0.511857
NET-000638,5104,4455792,82,49,7,24559.337002,22102.571044,10.0034,9519434.469983,8549774.166707,0.518
NET-000639,5112,4462776,87,50,7,26630.008985,23561.378585,11.5232,9546064.478968,8573335.545292,0.502802
NET-000640,5120,4469760,63,47,7,20957.384919,17480.760169,16.589,9567021.863887,8590816.305461,0.452144
NET-000641,5128,4476744,82,50,7,22129.111676,20227.159724,8.5948,9589150.975563,8611043.465185,0.532086
NET-000642,5136,4483728,28,38,7,8910.146282,8740.179275,1.9076,9598061.121845,8619783.64446,0.598958
NET-000643,5144,4490712,57,45,7,16735.044811,15736.143644,5.9689,9614796.166656,8635519.788104,0.558345
NET-000644,5152,4497696,9,16,5,2752.632191,2752.632191,0.0,9617548.798847,8638272.420295,0.618034
NET-000645,5160,4504680,84,47,7,28824.285826,24992.19352,13.2947,9646373.084673,8663264.613815,0.485087
NET-000646,5168,4511664,60,46,7,21455.883452,20487.413072,4.5138,9667828.968125,8683752.026887,0.572896
NET-000647,5176,4518648,71,47,7,23363.955777,19488.880719,16.5857,9691192.923902,8703240.907606,0.452177
NET-000648,5184,4525632,19,28,6,5573.377501,5486.971734,1.5503,9696766.301403,8708727.87934,0.602531
NET-000649,5192,4532616,13,18,6,2977.959129,2796.776944,6.0841,9699744.260532,8711524.656284,0.557193
NET-000650,5200,4539600,45,43,7,13357.241406,12602.348455,5.6516,9713101.501938,8724127.004739,0.561518
NET-000651,5208,4546584,35,39,7,10994.306268,10405.180617,5.3585,9724095.808206,8734532.185356,0.564449
NET-000652,5216,4553568,41,41,7,12974.689413,12206.273853,5.9224,9737070.497619,8746738.459209,0.55881
NET-000653,5224,4560552,35,37,7,10618.072567,9981.595269,5.9943,9747688.570186,8756720.054478,0.558091
NET-000654,5232,4567536,71,47,7,22549.871269,17911.607948,20.5689,9770238.441455,8774631.662426,0.412345
NET-000655,5240,4574520,18,23,6,4634.278394,4446.540592,4.0511,9774872.719849,8779078.203018,0.577523
NET-000656,5248,4581504,17,27,7,6371.073228,6371.073228,0.0,9781243.793077,8785449.276246,0.618034
NET-000657,5256,4588488,12,20,6,3708.421854,3481.713802,6.1133,9784952.214931,8788930.990048,0.556901
NET-000658,5264,4595472,45,41,7,15056.274724,14572.579806,3.2126,9800008.489655,8803503.569854,0.585908
NET-000659,5272,4602456,47,41,7,15749.551453,13812.133197,12.3014,9815758.041108,8817315.703051,0.49502
NET-000660,5280,4609440,70,48,7,20022.674768,17222.178538,13.9866,9835780.715876,8834537.881589,0.478168
NET-000661,5288,4616424,43,42,7,11343.895524,10869.204732,4.1845,9847124.6114,8845407.086321,0.576189
NET-000662,5296,4623408,39,39,7,11293.763731,10219.240246,9.5143,9858418.375131,8855626.326567,0.522891
NET-000663,5304,4630392,47,43,7,15442.89982,14583.447149,5.5654,9873861.274951,8870209.773716,0.56238
NET-000664,5312,4637376,6,10,3,2018.078407,1574.014017,22.0043,9875879.353358,8871783.787733,0.397991
NET-000665,5320,4644360,43,43,7,13918.699549,12222.352745,12.1875,9889798.052907,8884006.140478,0.496159
NET-000666,5328,4651344,36,41,7,10508.463596,10249.408418,2.4652,9900306.516503,8894255.548896,0.593382
NET-000667,5336,4658328,61,44,7,18536.031133,17589.454376,5.1067,9918842.547636,8911845.003272,0.566967
NET-000668,5344,4665312,17,26,7,4969.098991,4969.098991,0.0,9923811.646627,8916814.102263,0.618034
NET-000669,5352,4672296,60,45,7,18735.196957,16986.317004,9.3347,9942546.843584,8933800.419267,0.524687
NET-000670,5360,4679280,41,39,7,13006.820263,11515.552325,11.4653,9955553.663847,8945315.971592,0.503381
NET-000671,5368,4686264,75,46,7,20644.602,17020.986698,17.5524,9976198.265847,8962336.95829,0.44251
NET-000672,5376,4693248,46,42,7,12333.788375,11602.914031,5.9258,9988532.054222,8973939.872321,0.558776
NET-000673,5384,4700232,21,31,7,7438.119249,7139.580029,4.0136,9995970.173471,8981079.45235,0.577898
NET-000674,5392,4707216,23,27,7,7895.021349,7722.044191,2.191,10003865.19482,8988801.496541,0.596124
NET-000675,5400,4714200,82,48,7,26789.352606,23106.644371,13.7469,10030654.547426,9011908.140912,0.480565
NET-000676,5408,4721184,25,36,7,7613.72797,7556.751135,0.7483,10038268.275396,9019464.892047,0.610551
NET-000677,5416,4728168,10,16,6,3316.362198,3316.362198,0.0,10041584.637594,9022781.254245,0.618034
NET-000678,5424,4735152,76,46,7,23439.293024,19125.038428,18.4061,10065023.930618,9041906.292673,0.433973
NET-000679,5432,4742136,31,37,7,9838.071538,9631.983419,2.0948,10074862.002156,9051538.276092,0.597086
NET-000680,5440,4749120,42,40,7,13873.26996,13015.90424,6.18,10088735.272116,9064554.180332,0.556234
NET-000681,5448,4756104,53,47,7,16824.605195,14656.863776,12.8844,10105559.877311,9079211.044108,0.48919
NET-000682,5456,4763088,88,48,7,26822.230004,23784.903687,11.3239,10132382.107315,9102995.947795,0.504795
NET-000683,5464,4770072,47,42,7,12849.547434,11893.707011,7.4387,10145231.654749,9114889.654806,0.543647
NET-000684,5472,4777056,86,49,7,26965.215565,22008.551844,18.3817,10172196.870314,9136898.20665,0.434217
NET-000685,5480,4784040,79,46,7,25511.657164,21955.532364,13.9392,10197708.527478,9158853.739014,0.478642
NET-000686,5488,4791024,48,42,7,13555.275887,11657.503377,14.0002,10211263.803365,9170511.242391,0.478031
NET-000687,5496,4798008,55,43,7,15974.198628,14679.958239,8.1021,10227238.001993,9185191.20063,0.537013
NET-000688,5504,4804992,39,38,7,11205.42457,10378.311581,7.3814,10238443.426563,9195569.512211,0.54422
NET-000689,5512,4811976,21,31,7,7587.538252,7222.742436,4.8078,10246030.964815,9202792.254647,0.569956
NET-000690,5520,4818960,7,12,5,2727.585258,2727.585258,0.0,10248758.550073,9205519.839905,0.618034
NET-000691,5528,4825944,81,48,7,25901.239149,22322.293354,13.8177,10274659.789222,9227842.133259,0.479857
NET-000692,5536,4832928,24,30,7,7405.864264,7221.700477,2.4867,10282065.653486,9235063.833736,0.593167
NET-000693,5544,4839912,17,27,7,5883.191789,5883.191789,-0.0,10287948.845275,9240947.025525,0.618034
NET-000694,5552,4846896,58,44,7,16952.189014,14622.130724,13.7449,10304901.034289,9255569.156249,0.480585
NET-000695,5560,4853880,56,47,7,20616.714386,17914.4427,13.1072,10325517.748675,9273483.598949,0.486962
NET-000696,5568,4860864,61,46,7,17588.900025,16152.843248,8.1646,10343106.6487,9289636.442197,0.536388
NET-000697,5576,4867848,55,46,7,17559.260865,15195.28567,13.4628,10360665.909565,9304831.727867,0.483406
NET-000698,5584,4874832,56,43,7,17476.520304,14880.748403,14.8529,10378142.429869,9319712.47627,0.469505
NET-000699,5592,4881816,16,21,7,4861.158993,4861.158993,-0.0,10383003.588862,9324573.635263,0.618034
NET-000700,5600,4888800,57,47,7,17426.558382,16303.376316,6.4452,10400430.147244,9340877.011579,0.553582
NET-000701,5608,4895784,70,48,7,21435.711829,17856.692277,16.6965,10421865.859073,9358733.703856,0.451069
NET-000702,5616,4902768,67,47,7,20734.224265,18925.691357,8.7225,10442600.083338,9377659.395213,0.530809
NET-000703,5624,4909752,47,40,7,15247.885068,14637.51029,4.003,10457847.968406,9392296.905503,0.578004
NET-000704,5632,4916736,52,46,7,17152.705545,16676.685259,2.7752,10475000.673951,9408973.590762,0.590282
NET-000705,5640,4923720,62,47,7,17236.764738,15731.923186,8.7304,10492237.438689,9424705.513948,0.53073
NET-000706,5648,4930704,21,31,7,5743.281629,5275.622605,8.1427,10497980.720318,9429981.136553,0.536607
NET-000707,5656,4937688,20,29,7,6019.861412,5906.200209,1.8881,10504000.58173,9435887.336762,0.599153
NET-000708,5664,4944672,60,44,7,18728.776327,18021.968099,3.7739,10522729.358057,9453909.304861,0.580295
NET-000709,5672,4951656,55,43,7,18959.526459,15171.844573,19.9777,10541688.884516,9469081.149434,0.418257
NET-000710,5680,4958640,67,46,7,23771.981997,21389.962352,10.0203,10565460.866513,9490471.111786,0.517831
NET-000711,5688,4965624,42,42,7,13513.900544,12094.462718,10.5035,10578974.767057,9502565.574504,0.512999
NET-000712,5696,4972608,61,46,7,19699.583191,17105.481433,13.1683,10598674.350248,9519671.055937,0.486351
NET-000713,5704,4979592,7,14,5,2759.01923,2759.01923,0.0,10601433.369478,9522430.075167,0.618034
NET-000714,5712,4986576,24,32,7,6601.89491,6262.241467,5.1448,10608035.264388,9528692.316634,0.566586
NET-000715,5720,4993560,66,48,7,22991.151883,19842.141118,13.6966,10631026.416271,9548534.457752,0.481068
NET-000716,5728,5000544,68,49,7,21678.58396,19804.004179,8.6472,10652705.000231,9568338.461931,0.531562
NET-000717,5736,5007528,51,45,7,15686.994024,14535.867243,7.3381,10668391.994255,9582874.329174,0.544653
NET-000718,5744,5014512,26,32,7,7089.896108,6801.52433,4.0674,10675481.890363,9589675.853504,0.57736
NET-000719,5752,5021496,21,27,7,5848.336888,5754.558685,1.6035,10681330.227251,9595430.412189,0.601999
NET-000720,5760,5028480,31,39,7,8399.090833,8103.276883,3.522,10689729.318084,9603533.689072,0.582814
NET-000721,5768,5035464,53,46,7,17151.441915,16176.989483,5.6815,10706880.759999,9619710.678555,0.561219
NET-000722,5776,5042448,5,10,3,2120.068015,2120.068015,0.0,10709000.828014,9621830.74657,0.618034
NET-000723,5784,5049432,12,16,6,2579.869487,2522.468902,2.2249,10711580.697501,9624353.215472,0.595785
NET-000724,5792,5056416,19,25,7,5360.681726,5360.681726,0.0,10716941.379227,9629713.897198,0.618034
NET-000725,5800,5063400,51,42,7,13416.640451,12194.12714,9.1119,10730358.019678,9641908.024338,0.526915
NET-000726,5808,5070384,38,37,7,9526.724123,8725.794728,8.4072,10739884.743801,9650633.819066,0.533962
NET-000727,5816,5077368,7,14,4,2908.653083,2908.653083,0.0,10742793.396884,9653542.472149,0.618034
NET-000728,5824,5084352,33,37,7,8833.082065,8153.381106,7.6949,10751626.478949,9661695.853255,0.541085
NET-000729,5832,5091336,29,34,7,8102.522541,7517.699674,7.2178,10759729.00149,9669213.552929,0.545856
NET-000730,5840,5098320,43,43,7,14350.237952,12833.438033,10.5699,10774079.239442,9682046.990962,0.512335
NET-000731,5848,5105304,30,33,7,8369.940624,8336.819759,0.3957,10782449.180066,9690383.810721,0.614077
NET-000732,5856,5112288,56,44,7,19014.201822,17383.441135,8.5765,10801463.381888,9707767.251856,0.532269
NET-000733,5864,5119272,62,45,7,23507.370773,21359.476309,9.1371,10824970.752661,9729126.728165,0.526663
NET-000734,5872,5126256,28,29,7,7904.149313,7593.661815,3.9282,10832874.901974,9736720.38998,0.578752
NET-000735,5880,5133240,59,48,7,16117.674054,14715.927216,8.697,10848992.576028,9751436.317196,0.531064
NET-000736,5888,5140224,74,47,7,21948.51136,20273.523763,7.6314,10870941.087388,9771709.840959,0.54172
NET-000737,5896,5147208,72,47,7,20610.101893,19939.112588,3.2556,10891551.189281,9791648.953547,0.585478
NET-000738,5904,5154192,49,43,7,13665.167479,12502.985,8.5047,10905216.35676,9804151.938547,0.532987
NET-000739,5912,5161176,63,45,7,20862.185776,18132.662083,13.0836,10926078.542536,9822284.60063,0.487198
NET-000740,5920,5168160,59,44,7,18756.640645,16105.015247,14.137,10944835.183181,9838389.615877,0.476664
NET-000741,5928,5175144,58,45,7,15653.460662,14211.601191,9.2111,10960488.643843,9852601.217068,0.525923
NET-000742,5936,5182128,37,39,7,13470.933624,11065.663485,17.8553,10973959.577467,9863666.880553,0.439481
NET-000743,5944,5189112,43,45,7,12548.597534,12237.842884,2.4764,10986508.175001,9875904.723437,0.59327
NET-000744,5952,5196096,36,41,7,7777.726383,6830.918089,12.1733,10994285.901384,9882735.641526,0.496301
NET-000745,5960,5203080,25,29,7,6544.934435,6363.248917,2.776,11000830.835819,9889098.890443,0.590274
NET-000746,5968,5210064,15,23,5,5145.313456,5021.578551,2.4048,11005976.149275,9894120.468994,0.593986
NET-000747,5976,5217048,32,36,7,9955.639029,9588.464225,3.6881,11015931.788304,9903708.933219,0.581153
NET-000748,5984,5224032,6,12,5,2669.9273,2669.9273,0.0,11018601.715604,9906378.860519,0.618034
NET-000749,5992,5231016,85,49,7,25829.701068,22355.186453,13.4516,11044431.416672,9928734.046972,0.483518
NET-000750,6000,5238000,36,40,7,10713.768561,10688.501906,0.2358,11055145.185233,9939422.548878,0.615676
NET-000751,6008,5244984,38,36,7,12987.865741,11931.706536,8.1319,11068133.050974,9951354.255414,0.536715
NET-000752,6016,5251968,73,49,7,20274.954707,19175.918208,5.4207,11088408.005681,9970530.173622,0.563827
NET-000753,6024,5258952,25,34,7,7876.739928,7876.739928,-0.0,11096284.745609,9978406.91355,0.618034
NET-000754,6032,5265936,37,35,7,11044.181492,10504.329444,4.8881,11107328.927101,9988911.242994,0.569153
NET-000755,6040,5272920,87,48,7,26673.340789,21655.877779,18.8108,11134002.26789,10010567.120773,0.429926
NET-000756,6048,5279904,83,49,7,24259.184488,20137.632088,16.9897,11158261.452378,10030704.752861,0.448137
NET-000757,6056,5286888,28,31,6,7755.13651,7301.071264,5.855,11166016.588888,10038005.824125,0.559484
NET-000758,6064,5293872,25,30,7,7605.15323,7338.443665,3.507,11173621.742118,10045344.26779,0.582964
NET-000759,6072,5300856,61,45,7,20849.811207,18352.85296,11.9759,11194471.553325,10063697.12075,0.498275
NET-000760,6080,5307840,79,47,7,28040.688109,23534.819198,16.069,11222512.241434,10087231.939948,0.457344
NET-000761,6088,5314824,13,21,6,5045.228158,5045.228158,0.0,11227557.469592,10092277.168106,0.618034
NET-000762,6096,5321808,48,41,7,14709.689098,13109.409258,10.8791,11242267.15869,10105386.577364,0.509243
NET-000763,6104,5328792,27,34,7,8087.54846,7795.811961,3.6072,11250354.70715,10113182.389325,0.581962
NET-000764,6112,5335776,14,22,5,3123.227891,2640.08769,15.4693,11253477.935041,10115822.477015,0.463341
NET-000765,6120,5342760,84,47,7,25109.259415,21017.167068,16.2971,11278587.194456,10136839.644083,0.455063
NET-000766,6128,5349744,17,22,6,3776.233692,3567.300328,5.5329,11282363.428148,10140406.944411,0.562705
