network_id,network_type,node_count,edge_count,average_degree,max_degree,density,clustering_coefficient,average_path_length,diameter,betweenness_centrality_max,eigenvector_centrality_max,pagerank_max,modularity_Q,community_count,percolation_threshold_pc,largest_component_fraction,contagion_probability,debtrank_systemic_risk,algebraic_connectivity,spectral_gap,is_scale_free,power_law_exponent_gamma,phi_modularity_ratio
NET-000242,token_transfer,100,349,6.9858,38,0.06985778,0.20456228,2.216515,6,0.29598218,0.49799861,0.0629989,0.711147,3,0.423328,0.916213,0.06760731,0.50552676,0.39340764,1.745869,True,2.1143,1.150661
NET-000243,market_maker_graph,100,248,4.9792,22,0.04979176,0.23436248,2.575191,5,0.32200918,0.4001993,0.08573576,0.282811,4,0.528711,0.903505,0.13945426,0.61378038,0.72693513,0.439162,True,1.86,0.457598
NET-000244,liquidity_pool,1000,1141,2.2828,9,0.00228278,0.35553383,5.811234,11,0.36378915,0.42764754,0.00531794,0.721434,15,0.430948,0.917553,0.12264583,0.24027827,0.36880447,1.139236,True,2.1449,1.167304
NET-000245,interbank_lending,100,346,6.9331,38,0.06933054,0.81341126,2.223605,6,0.53140931,0.83606701,0.06148671,0.295446,6,0.271646,0.852236,0.38866496,0.35728814,0.34111588,0.753125,True,2.4729,0.478042
NET-000246,governance_voting,20,71,7.112,36,0.35560161,0.4290348,1.431072,2,0.27730022,0.37818251,0.17595528,0.456675,2,0.192969,0.795033,0.26472397,0.23169811,0.84803863,1.59811,False,2.0316,0.738915
NET-000247,market_maker_graph,100,284,5.6969,27,0.05696855,0.69786829,2.421686,6,0.28622817,0.16038215,0.03145627,0.808695,4,0.419282,0.838119,0.17929242,0.29107381,0.32186916,1.546008,False,2.4076,1.308496
NET-000248,oracle_network,50,93,3.7274,28,0.07454706,0.31099628,2.518418,6,0.53538759,0.28166349,0.08910185,0.676635,3,0.347715,0.796837,0.20955356,0.51360401,0.49204805,0.311392,True,2.5489,1.094818
NET-000249,bridge_relay,20,63,6.3854,38,0.31927062,0.23284247,1.498236,4,0.17034128,0.32809281,0.26135091,0.363787,3,0.314949,0.761457,0.33153482,0.47054561,0.16646272,2.405506,True,2.7393,0.58862
NET-000250,bridge_relay,50,160,6.4286,29,0.1285711,0.27954558,1.950811,5,0.20425865,0.43697165,0.09969197,0.773087,3,0.1707,0.821032,0.05129983,0.09716566,0.44840143,1.946536,True,2.9113,1.250882
NET-000251,validator_consensus,20,69,6.9004,41,0.34502227,0.15118603,1.449371,2,0.30406278,0.24831187,0.40822648,0.374329,2,0.18684,0.802134,0.28649158,0.34025029,0.61966554,2.51254,True,2.6603,0.605676
NET-000252,interbank_lending,200,612,6.1224,25,0.03061182,0.21527371,2.698762,6,0.05517509,0.06365009,0.03307588,0.693845,4,0.157,0.850126,0.46081207,0.50331881,0.72609016,2.426422,True,2.2229,1.122664
NET-000253,governance_voting,1000,4030,8.0607,43,0.00806065,0.32809071,3.134274,7,0.47133867,0.20660623,0.00522903,0.768911,18,0.277213,0.606484,0.11083644,0.39596175,0.37967715,2.408095,True,1.9237,1.244124
NET-000254,market_maker_graph,500,974,3.8983,19,0.00779665,0.20999893,3.911281,11,0.3332618,0.45237153,0.01007673,0.41317,11,0.120762,0.850481,0.11090477,0.26166056,0.53528228,1.508366,False,2.9172,0.668524
NET-000255,market_maker_graph,200,784,7.8442,31,0.03922114,0.43837917,2.430683,7,0.35042252,0.23102172,0.00016825,0.404992,5,0.326418,0.925126,0.18739412,0.37438961,0.76742677,2.030793,True,2.4024,0.65529
NET-000256,validator_consensus,20,46,4.6795,20,0.23397359,0.59363927,1.7248,2,0.13675718,0.68986857,0.21977791,0.607113,2,0.327168,0.714527,0.19510054,0.33781149,0.00066189,1.762383,True,2.2734,0.982329
NET-000257,interbank_lending,200,487,4.8744,22,0.02437195,0.55038256,2.992381,8,0.09085417,0.57520601,0.01298233,0.713617,7,0.58884,0.89377,0.54065951,0.10865726,0.61199866,1.799622,True,2.9075,1.154657
NET-000258,bridge_relay,1000,3808,7.6168,35,0.00761679,0.15973132,3.20737,8,0.54817146,0.28600913,0.00528504,0.685592,15,0.342034,0.860664,0.59947844,0.22343188,0.33240213,2.734871,False,2.1574,1.10931
NET-000259,oracle_network,500,631,2.5259,12,0.00505176,0.32356692,4.931719,15,0.31708913,0.24136035,0.01317133,0.835949,11,0.189874,0.832093,0.23148101,0.22008008,0.68547185,0.508181,True,2.6698,1.352594
NET-000260,validator_consensus,50,207,8.292,41,0.16584033,0.38824239,1.754935,4,0.17983757,0.14182804,0.03854341,0.713502,3,0.10247,0.918969,0.42112854,0.22226686,0.79122953,3.108094,True,2.6286,1.154471
NET-000261,oracle_network,20,20,2,13,0.1,0.57704207,2.726833,7,0.11941546,0.28928652,0.47878272,0.600512,2,0.136482,0.634542,0.22580162,0.28969171,0.55940576,1.05899,True,2.6894,0.971649
NET-000262,oracle_network,200,942,9.4248,53,0.04712413,0.48752748,2.260191,4,0.37978856,0.49286926,0.03805021,0.82807,5,0.128849,0.8521,0.21351688,0.2598915,0.32378543,2.442312,True,2.0092,1.339846
NET-000263,governance_voting,20,23,2.3618,13,0.11809247,0.44599497,2.470725,5,0.18311594,0.61310177,0.22620575,0.904192,2,0.284516,0.936897,0.06871707,0.34661894,0.62287829,0.579872,True,2.5281,1.463014
NET-000264,governance_voting,1000,3127,6.2542,40,0.00625425,0.18750137,3.485972,8,0.15154168,0.46975094,0.00480854,0.592506,13,0.188589,0.993044,0.17837451,0.29866657,0.03719698,1.561847,True,2.0593,0.958695
NET-000265,token_transfer,200,402,4.0233,16,0.02011659,0.28194152,3.28254,8,0.14805734,0.40161602,0.03949721,0.550999,6,0.277714,0.901986,0.13441538,0.25730129,0.51028732,1.523171,True,2.3418,0.891536
NET-000266,oracle_network,1000,2695,5.3901,32,0.00539014,0.22465749,3.724346,8,0.2113893,0.66293342,0.00155158,0.417643,12,0.083447,0.908917,0.00888642,0.70547649,1.10188541,1.442887,True,2.6348,0.675761
NET-000267,validator_consensus,100,155,3.1093,16,0.03109319,0.39791926,3.258551,11,0.09355168,0.44516033,0.00120693,0.827217,5,0.215795,0.957063,0.22437458,0.23125822,0.48259646,0.911126,False,2.6885,1.338465
NET-000268,bridge_relay,200,887,8.8709,61,0.0443544,0.49090452,2.314091,6,0.30669947,0.15574444,0.0294113,0.494448,6,0.19317,0.557578,0.16164546,0.24945028,0.39959703,2.920178,True,2.5257,0.800033
NET-000269,market_maker_graph,1000,3154,6.308,29,0.00630802,0.26521592,3.473027,6,0.2726255,0.62888932,0.00410183,0.826091,19,0.34688,0.955957,0.3628108,0.04230293,0.25408343,2.565804,True,2.5676,1.336643
NET-000270,validator_consensus,200,740,7.4043,28,0.03702143,0.3040559,2.488943,7,0.12541133,0.17633039,0.02834711,0.699958,4,0.36307,0.752805,0.23810018,0.18458063,0.33998031,2.73314,False,2.6381,1.132555
NET-000271,validator_consensus,50,98,3.958,19,0.07915936,0.25069346,2.443493,6,0.47463161,0.4107265,0.1076946,0.476093,4,0.099592,0.625423,0.06602189,0.72222178,0.34477201,0.883857,True,2.1831,0.770335
NET-000272,governance_voting,200,618,6.1829,28,0.03091465,0.32651123,2.687172,6,0.37189419,0.16885084,0.01517683,0.239445,6,0.335736,0.831175,0.07205831,0.19155391,0.27503667,2.023613,True,2.406,0.387431
NET-000273,market_maker_graph,1000,2092,4.1849,15,0.00418488,0.26080508,4.197339,12,0.2858759,0.43148804,0.00407298,0.573551,19,0.416768,0.973638,0.13168217,0.18022438,0.54091886,1.384652,True,2.7507,0.928024
NET-000274,market_maker_graph,1000,3453,6.9069,24,0.00690692,0.21707844,3.340731,11,0.10374944,0.16556119,0.00477971,0.459059,17,0.12255,0.854084,0.1775761,0.2830965,0.65079875,2.460354,True,1.9704,0.742773
NET-000275,bridge_relay,200,628,6.2831,45,0.0314156,0.2264024,2.668426,8,0.09648506,0.11870362,0.00486428,0.511737,5,0.328194,0.843165,0.07010176,0.22751258,0.19496932,1.778789,True,1.9799,0.828008
NET-000276,bridge_relay,20,77,7.792,41,0.38960105,0.3480269,1.37808,2,0.38031559,0.5226748,0.32581106,0.921629,2,0.244326,0.671209,0.18462517,0.33091014,0.27973304,1.848653,True,2.6709,1.491227
NET-000277,token_transfer,500,1666,6.6673,35,0.01333451,0.68770699,3.050925,7,0.18741339,0.79215836,0.0069137,0.636389,5,0.333219,0.853126,0.14074229,0.07544909,0.67572294,1.316635,True,2.5023,1.029699
NET-000278,bridge_relay,1000,2336,4.6726,22,0.00467264,0.17509949,3.979912,10,0.04541466,0.18031791,0.00696889,0.437189,12,0.34243,0.94491,0.05236975,0.39495126,0.39311075,1.732011,True,2.6961,0.707387
NET-000279,token_transfer,500,1738,6.9524,44,0.01390478,0.22098834,2.997198,8,0.10375105,0.50116691,0.00735655,0.835249,10,0.155872,0.816312,0.04851954,0.3806513,0.44662468,2.175198,False,2.364,1.351461
NET-000280,market_maker_graph,500,1193,4.7745,22,0.00954904,0.19005887,3.544207,8,0.29890961,0.44166767,0.01110435,0.297647,10,0.325883,0.949685,0.07745616,0.23069772,0.3924955,0.832348,False,2.3701,0.481603
NET-000281,market_maker_graph,500,2101,8.4051,53,0.01681026,0.10343109,2.772825,6,0.1949034,0.53495979,0.00550484,0.538606,11,0.329741,0.764659,0.13366782,0.34551812,0.6776758,2.264442,False,2.7745,0.871483
NET-000282,liquidity_pool,500,1110,4.4408,15,0.00888164,0.34279004,3.668752,10,0.32345215,0.35687632,0.00916691,0.746357,10,0.45664,0.805238,0.02566682,0.19629168,0.49741856,0.858168,True,2.3904,1.207632
NET-000283,validator_consensus,100,298,5.9744,26,0.05974392,0.30342389,2.371055,6,0.29548146,0.31516364,0.10351508,0.81935,5,0.50412,0.828413,0.30194898,0.36925894,0.39670088,1.889865,True,2.818,1.325735
NET-000284,market_maker_graph,100,310,6.2112,30,0.06211237,0.27437369,2.330976,5,0.16571412,0.45332767,0.07900202,0.47761,4,0.316755,0.75696,0.078013,0.12307123,0.16428922,0.980012,True,2.7123,0.772789
NET-000285,interbank_lending,100,247,4.9496,29,0.04949592,0.3168652,2.582354,5,0.14778064,0.32542591,0.02285657,0.72636,5,0.225769,0.783436,0.0583433,0.30844337,0.24767377,1.158586,True,2.552,1.175275
NET-000286,oracle_network,50,135,5.439,31,0.10878083,0.2500816,2.100551,4,0.11121732,0.29712691,0.13830655,0.519329,3,0.19843,0.926227,0.06201466,0.28704614,0.4288913,1.406354,True,2.7444,0.840292
NET-000287,liquidity_pool,200,751,7.5191,46,0.03759532,0.49166985,2.473184,4,0.35985575,0.16716046,0.02341261,0.576063,7,0.113077,0.968632,0.28438666,0.22095576,0.74763912,2.590207,True,2.2401,0.932089
NET-000288,market_maker_graph,50,178,7.1363,31,0.1427251,0.33608188,1.866129,4,0.06616834,0.70104635,0.11748256,0.564103,2,0.239697,0.415255,0.24861961,0.1124302,0.40618414,2.489662,True,1.7055,0.912738
NET-000289,bridge_relay,100,429,8.5937,44,0.08593717,0.54496407,2.036687,4,0.14298931,0.35632518,0.08415637,0.532832,3,0.233454,0.809491,0.33866275,0.3263936,0.28755535,2.554308,True,2.6414,0.86214
NET-000290,token_transfer,20,47,4.7824,32,0.2391187,0.47356655,1.707151,4,0.61251033,0.15561998,0.11821409,0.529692,2,0.298739,0.704621,0.33604456,0.4306265,0.63067512,1.317063,False,2.8913,0.85706
NET-000291,interbank_lending,20,81,8.1227,28,0.40613467,0.359035,1.355066,2,0.29892933,0.36713215,0.24365597,0.540785,2,0.232667,0.836039,0.13910719,0.28039828,0.31823679,3.099442,False,2.337,0.875008
NET-000292,liquidity_pool,1000,2176,4.3536,19,0.00435355,0.6477285,4.117248,12,0.04052132,0.05805091,0.00468255,0.793019,10,0.423164,0.795479,0.13557805,0.26633314,0.43605221,1.459042,False,2.4218,1.283131
NET-000293,governance_voting,20,70,7.0352,30,0.35175955,0.28122506,1.437608,3,0.12263773,0.33928565,0.27418715,0.570348,3,0.528058,0.755454,0.20077122,0.28606442,0.80282542,1.293666,True,2.8023,0.922843
NET-000294,liquidity_pool,200,744,7.4487,50,0.03724374,0.19186859,2.482789,5,0.23850417,0.31805726,0.03262657,0.700113,6,0.317849,0.610239,0.34226392,0.09694816,0.559873,3.320812,True,2.098,1.132806
NET-000295,bridge_relay,1000,2995,5.9918,35,0.00599176,0.63092476,3.552035,8,0.14484143,0.34902884,0.00382045,0.213241,13,0.290266,0.532714,0.11820411,0.26702994,0.27762379,2.748848,False,2.5142,0.345032
NET-000296,governance_voting,50,131,5.2766,23,0.10553269,0.4784476,2.129764,3,0.04317113,0.05833812,0.15849998,0.886911,4,0.358879,0.638538,0.23058592,0.46857245,0.32344372,2.428613,False,2.2452,1.435051
NET-000297,interbank_lending,1000,2454,4.9086,20,0.00490857,0.21291534,3.888616,10,0.08547217,0.59633893,0.00354671,0.299046,10,0.300377,0.94368,0.13824206,0.28769619,0.33166254,1.950321,True,2.6506,0.483867
NET-000298,bridge_relay,20,45,4.5936,25,0.2296778,0.50946008,1.740071,5,0.06489213,0.6644231,0.31387911,0.539259,2,0.215839,0.708844,0.08385787,0.22681736,0.17253454,1.683745,False,2.5005,0.87254
NET-000299,token_transfer,200,560,5.6079,29,0.02803938,0.18701672,2.805922,3,0.61243362,0.59715838,0.02301104,0.750544,6,0.319212,0.926521,0.11265885,0.40136445,0.63030853,1.977857,True,2.1775,1.214405
NET-000300,bridge_relay,100,350,7.0121,38,0.07012095,0.28379636,2.213011,5,0.32950831,0.3555973,0.06885993,0.707772,4,0.35386,0.852119,0.01949087,0.11165568,0.46872017,0.709172,True,2.4056,1.145199
NET-000301,token_transfer,100,427,8.5527,35,0.08552678,0.60419603,2.040556,6,0.27457415,0.16937038,0.03256722,0.726271,3,0.206874,0.688499,0.13575641,0.2393965,0.60261138,2.164328,True,2.0809,1.175132
NET-000302,interbank_lending,1000,2219,4.4382,28,0.00443819,0.18788749,4.079111,9,0.2992294,0.69577748,0.00618184,0.467875,19,0.262037,0.766313,0.35657979,0.33599837,0.63592772,1.898359,True,2.8042,0.757037
NET-000303,liquidity_pool,500,906,3.6271,15,0.0072542,0.12425292,4.056717,8,0.31764771,0.18985228,0.00992141,0.343597,10,0.202745,0.814817,0.33040188,0.24277251,0.8258506,1.21386,True,2.852,0.555951
NET-000304,market_maker_graph,500,924,3.6986,16,0.0073972,0.47783061,4.016513,9,0.45401286,0.32338975,0.01237236,0.576881,11,0.08788,0.764381,0.25758001,0.44544262,0.51930236,1.325585,True,2.6228,0.933413
NET-000305,token_transfer,200,580,5.8099,30,0.02904943,0.15233615,2.761877,9,0.61797505,0.24165142,0.03187403,0.511652,5,0.284615,0.731226,0.11314756,0.25893401,0.25224126,0.459014,True,2.8286,0.827871
NET-000306,market_maker_graph,200,489,4.897,27,0.02448505,0.30907544,2.9859,9,0.22712079,0.54541834,0.03061433,0.489483,3,0.299175,0.915608,0.23960608,0.16583676,0.60812103,1.164002,True,2.3672,0.792
NET-000307,bridge_relay,500,2554,10.2188,44,0.02043759,0.28134864,2.570579,6,0.56918538,0.30065597,0.01295422,0.70887,10,0.302445,0.661631,0.08036198,0.07586041,0.42109182,3.430025,True,2.359,1.146975
NET-000308,token_transfer,500,904,3.618,11,0.00723605,0.56499121,4.061922,10,0.48983968,0.11379052,0.01082682,0.72363,10,0.422821,0.617636,0.13213713,0.47892489,0.59989003,1.491602,True,2.6826,1.170858
NET-000309,liquidity_pool,50,134,5.3802,33,0.10760344,0.1993033,2.110961,7,0.14479151,0.12248242,0.05677138,0.552124,3,0.160581,0.620595,0.19428277,0.57963222,0.38814036,1.494347,False,2.0165,0.893356
NET-000310,liquidity_pool,200,518,5.1833,26,0.02591649,0.42518378,2.908205,7,0.26957153,0.47366925,0.04239292,0.830238,7,0.433545,0.938636,0.11774789,0.23633332,0.50690125,1.573494,True,3.0694,1.343353
NET-000311,oracle_network,50,152,6.1089,36,0.12217885,0.21547828,1.994553,5,0.21556434,0.3598156,0.03025416,0.696984,3,0.137053,0.862781,0.17660131,0.39537037,0.50795253,1.931679,True,2.0874,1.127743
NET-000312,governance_voting,1000,2415,4.8311,14,0.00483114,0.28959338,3.917708,8,0.45022727,0.4069961,0.000761,0.63651,13,0.219145,0.607375,0.06077,0.4360406,1.00447296,1.125912,True,1.8924,1.029896
NET-000313,liquidity_pool,20,88,8.8094,47,0.44046813,0.19182128,1.311997,3,0.07308982,0.45199427,0.32486992,0.723564,2,0.178716,0.781236,0.19157771,0.5165654,0.46236189,3.026924,True,2.0963,1.17075
NET-000314,bridge_relay,20,89,8.9707,46,0.44853484,0.46637232,1.30269,3,0.5747129,0.29200628,0.12260307,0.772595,2,0.290156,0.812887,0.03025681,0.33988619,0.1045367,3.241152,True,2.9234,1.250085
NET-000315,liquidity_pool,100,282,5.6472,34,0.05647177,0.19359122,2.431205,5,0.08842468,0.19203115,0.05709453,0.398017,4,0.351307,0.87711,0.28091452,0.20326137,0.20378613,0.963567,True,2.4111,0.644005
NET-000316,governance_voting,200,607,6.0764,15,0.03038222,0.24837589,2.707683,6,0.10392506,0.54949296,0.01793371,0.587768,4,0.500221,0.83053,0.09000796,0.59566443,0.4025063,1.962219,True,2.9312,0.951029
NET-000317,liquidity_pool,500,532,2.1283,8,0.00425658,0.60978192,5.449085,9,0.46821287,0.72532743,0.00149494,0.406624,8,0.416209,0.912017,0.16274862,0.40423237,0.25259184,0.063466,True,2.6098,0.657932
NET-000318,governance_voting,1000,3698,7.3964,34,0.00739637,0.24584574,3.246432,7,0.44314654,0.77532728,0.00381981,0.537811,18,0.163982,0.831118,0.28095303,0.1807188,0.37445069,2.100073,True,2.4013,0.870196
NET-000319,bridge_relay,500,1585,6.3428,43,0.01268555,0.40776317,3.117097,7,0.14502856,0.64372724,0.00401936,0.584169,8,0.306284,0.662468,0.16838915,0.38640164,0.33443856,1.647123,True,2.2866,0.945205
NET-000320,governance_voting,1000,3109,6.2194,31,0.00621939,0.29189508,3.494466,5,0.23879143,0.20097184,0.00575343,0.71895,13,0.268219,0.936546,0.15433011,0.34153143,0.30610311,1.29929,True,2.8401,1.163286
NET-000321,oracle_network,500,1366,5.4665,34,0.01093298,0.16813539,3.329314,5,0.28500758,0.38796105,0.00428289,0.705876,11,0.260397,0.557493,0.22559709,0.24758377,0.67465489,1.26658,True,2.716,1.142131
NET-000322,liquidity_pool,20,63,6.361,46,0.3180485,0.35083511,1.500724,4,0.18898811,0.48047448,0.04599785,0.800281,2,0.518456,0.775874,0.2169612,0.23145757,0.7134782,2.189743,True,2.1591,1.294882
NET-000323,oracle_network,1000,4018,8.0375,55,0.00803751,0.32663775,3.137916,6,0.30891456,0.44765087,0.00410023,0.429521,17,0.375493,0.748715,0.2029238,0.35860352,0.86499459,2.460905,True,2.5738,0.694979
NET-000324,token_transfer,100,263,5.2768,33,0.05276807,0.35976115,2.507086,6,0.57583691,0.59553971,0.07950816,0.690551,6,0.160362,0.885901,0.13361987,0.272794,0.71113334,1.786247,True,2.4368,1.117335
NET-000325,governance_voting,100,217,4.3573,27,0.04357322,0.47630254,2.743681,9,0.09313856,0.60629631,0.04485196,0.790198,4,0.014777,0.854967,0.13520914,0.35726601,0.58761974,0.887644,True,2.8225,1.278567
NET-000326,bridge_relay,1000,3359,6.7192,34,0.00671923,0.21270866,3.379999,8,0.10160629,0.65631316,0.00912915,0.827991,17,0.214997,0.776389,0.24423725,0.26113842,0.43844905,1.980345,True,2.8123,1.339718
NET-000327,governance_voting,20,73,7.33,36,0.36650185,0.61339448,1.413169,4,0.17239239,0.56476379,0.20874208,0.656989,2,0.194834,0.862842,0.17042612,0.21325914,0.86548322,2.658154,True,2.7339,1.06303
NET-000328,validator_consensus,100,380,7.6105,35,0.07610524,0.54042135,2.13897,3,0.33343862,0.59678528,0.06059078,0.688953,4,0.399331,0.750125,0.58413811,0.20502955,0.09030145,2.525592,True,2.457,1.114749
NET-000329,governance_voting,1000,2459,4.9188,30,0.00491884,0.37197646,3.884819,9,0.31577647,0.56572979,0.00893925,0.610115,17,0.341367,0.980741,0.20149431,0.41533263,0.41150353,2.05737,True,2.7144,0.987186
NET-000330,validator_consensus,20,113,11.3579,33,0.5678959,0.4104186,1.191479,2,0.55314338,0.48525305,0.24855512,0.790797,2,0.35188,0.983797,0.11128252,0.55699824,0.86762186,3.356477,True,2.2311,1.279537
NET-000331,oracle_network,1000,3112,6.2257,29,0.00622572,0.58371249,3.492916,9,0.12389238,0.59860692,0.00273048,0.485063,15,0.274767,0.806386,0.11636199,0.33445658,0.49769772,1.750368,True,2.2577,0.784848
NET-000332,token_transfer,1000,3293,6.5871,33,0.00658706,0.20856162,3.408805,9,0.23729817,0.73411867,0.00547588,0.56946,17,0.233975,0.902543,0.32794343,0.1063788,0.5700088,1.451928,False,2.4108,0.921405
NET-000333,oracle_network,200,862,8.62,47,0.04310011,0.19639124,2.340405,4,0.02951807,0.28537952,0.02699627,0.661907,7,0.351572,0.703699,0.14241509,0.23098506,0.37420183,2.610233,True,2.2565,1.070988
NET-000334,governance_voting,20,62,6.2631,34,0.31315538,0.58127802,1.510854,4,0.1347555,0.36551292,0.25832277,0.742005,2,0.206882,0.565437,0.0910669,0.17954887,0.71679043,1.956853,True,2.6977,1.200589
NET-000335,token_transfer,20,53,5.3709,27,0.26854673,0.48469094,1.617788,4,0.20821262,0.09762106,0.25571982,0.67205,2,0.312662,0.975865,0.30033177,0.42461785,0.48961231,2.025872,False,2.5188,1.087399
NET-000336,validator_consensus,100,130,2.6105,17,0.02610535,0.36583874,3.586983,7,0.19494465,0.38886901,0.05472329,0.56614,6,0.137194,0.860638,0.04870723,0.50290414,0.56626175,1.061588,True,2.4744,0.916034
NET-000337,validator_consensus,500,2008,8.0327,38,0.01606543,0.18616552,2.823727,8,0.40349479,0.43728362,0.00528245,0.676529,11,0.141657,0.799362,0.05942652,0.31898208,0.56165747,1.782901,True,2.8633,1.094646
NET-000338,governance_voting,1000,1165,2.3306,10,0.0023306,0.30172025,5.741383,11,0.23082226,0.28642413,0.00559887,0.554913,15,0.677552,0.866752,0.03222373,0.08649158,0.05472633,0.930522,True,2.3421,0.897869
NET-000339,token_transfer,50,166,6.6765,24,0.13353046,0.42186902,1.919383,7,0.10005099,0.30027905,0.15360977,0.62353,3,0.427781,0.842751,0.14530173,0.54176208,0.71772585,1.808413,False,2.3661,1.008893
NET-000340,governance_voting,50,195,7.8376,40,0.156751,0.53918033,1.795322,3,0.19815205,0.42536804,0.08178408,0.528697,3,0.231453,0.954188,0.22132471,0.19357522,0.29505152,1.413287,True,2.4653,0.855449
NET-000341,governance_voting,1000,3081,6.1636,33,0.00616362,0.44241814,3.508229,6,0.25465052,0.68961499,0.00396005,0.769617,7,0.245033,0.926777,0.3684044,0.46332119,0.50465902,1.371382,True,2.0647,1.245266
NET-000342,interbank_lending,50,87,3.5028,13,0.07005576,0.27776028,2.599875,5,0.30365813,0.60591213,0.13761562,0.629828,3,0.325324,0.723353,0.2499632,0.34427807,0.66287266,1.279268,True,2.8641,1.019084
NET-000343,bridge_relay,50,107,4.3178,15,0.08635661,0.35688828,2.341035,8,0.42307182,0.25560077,0.11767444,0.589511,3,0.328387,0.949876,0.1389757,0.22672773,0.2602058,1.366761,True,2.1052,0.953848
NET-000344,bridge_relay,100,400,8.0173,41,0.08017302,0.58975406,2.094073,3,0.27504119,0.45637843,0.04597136,0.713239,5,0.272609,0.731431,0.04756184,0.18865269,0.48422881,3.216123,True,2.4296,1.154045
NET-000345,token_transfer,100,341,6.8332,42,0.06833152,0.35998077,2.237295,5,0.57562004,0.3569419,0.0566256,0.498762,5,0.26994,0.923088,0.27685292,0.23177205,0.38469079,1.577156,True,2.1153,0.807014
NET-000346,bridge_relay,100,265,5.3172,35,0.05317236,0.32631228,2.498354,8,0.08574614,0.40093803,0.05756743,0.641403,6,0.194529,0.765432,0.34520641,0.16803947,0.34600744,1.352529,True,2.2027,1.037812
NET-000347,liquidity_pool,1000,2655,5.3101,18,0.0053101,0.46547476,3.749831,12,0.30354206,0.67373183,0.00443849,0.714998,15,0.118759,0.937958,0.24173986,0.43327401,0.44972527,2.437055,True,2.6256,1.156891
NET-000348,interbank_lending,100,466,9.3287,48,0.09328664,0.27294925,1.972301,4,0.15421762,0.8038736,0.08137979,0.753413,5,0.728246,0.767242,0.22053402,0.32387513,0.54282083,3.032424,True,2.7702,1.219048
NET-000349,bridge_relay,1000,1465,2.9311,14,0.00293109,0.34416825,5.046147,14,0.14943742,0.25650972,0.00398754,0.794379,16,0.493857,0.893022,0.22027184,0.45041552,0.48478222,0.73084,True,2.2571,1.285332
NET-000350,governance_voting,20,44,4.4725,21,0.22362456,0.24601165,1.762471,4,0.64606598,0.7434551,0.50091565,0.801359,2,0.117269,0.818946,0.15179201,0.07581042,0.61840671,1.911278,False,1.8159,1.296626
NET-000351,oracle_network,500,962,3.8506,17,0.00770118,0.12685933,3.935538,10,0.12159501,0.38573368,0.0104701,0.56258,13,0.512744,0.472135,0.34249239,0.12944966,0.65011025,1.219912,False,2.2861,0.910274
NET-000352,governance_voting,20,49,4.9697,18,0.24848427,0.23812448,1.67669,4,0.41259454,0.28695609,0.41544102,0.666804,2,0.188785,0.748039,0.26450812,0.43998691,0.52439462,1.88454,True,2.1284,1.078912
NET-000353,governance_voting,1000,4055,8.1112,33,0.00811124,0.22012657,3.126376,8,0.45583518,0.50930713,0.00434816,0.395993,17,0.267009,0.960737,0.27184871,0.42988328,0.83694388,2.347323,True,3.2609,0.640729
NET-000354,token_transfer,200,348,3.4864,19,0.01743184,0.39580312,3.529756,8,0.5547279,0.33172769,0.00175667,0.597762,6,0.395622,0.957156,0.11380709,0.15902326,0.43074497,1.206892,True,2.3509,0.9672
NET-000355,oracle_network,500,2332,9.33,61,0.01866007,0.41925828,2.661439,6,0.09337115,0.12763061,0.00873538,0.589904,7,0.40454,0.537239,0.14118083,0.21602182,0.47498808,2.734418,False,2.6574,0.954485
NET-000356,oracle_network,100,231,4.632,15,0.0463201,0.84082803,2.66431,8,0.06765277,0.78391741,0.07012012,0.614638,5,0.206299,0.868383,0.44162605,0.27456293,0.66532851,2.195064,False,2.7684,0.994506
NET-000357,validator_consensus,100,308,6.1688,41,0.06168808,0.5393035,2.337959,5,0.05971171,0.14022026,0.08203558,0.750509,6,0.208294,0.759078,0.51439922,0.23657562,0.8456866,2.044747,False,2.1832,1.21435
NET-000358,bridge_relay,50,118,4.7317,26,0.0946344,0.49903176,2.240543,6,0.17803198,0.41517473,0.05787176,0.284666,3,0.474111,0.887428,0.37577149,0.09839995,0.57487011,1.295084,False,2.6235,0.460599
NET-000359,interbank_lending,1000,3634,7.2682,41,0.00726821,0.49978742,3.27007,6,0.44484718,0.21311693,0.00510613,0.672204,12,0.373613,0.501194,0.1029065,0.27838708,0.65277927,2.303034,True,2.5253,1.08765
NET-000360,liquidity_pool,20,77,7.7038,37,0.38518994,0.19686782,1.384503,4,0.04958127,0.49758081,0.42145554,0.407128,2,0.236137,0.965217,0.03316979,0.37341009,0.29030598,2.684039,True,2.4807,0.658746
NET-000361,validator_consensus,500,1473,5.8947,32,0.01178943,0.29840213,3.218745,8,0.15563583,0.50427408,0.00800299,0.49516,11,0.311836,0.904907,0.4760533,0.36673315,0.41667577,1.475298,True,2.0906,0.801186
NET-000362,oracle_network,100,289,5.8,23,0.05799989,0.43975022,2.402379,5,0.22222605,0.32415994,0.02641242,0.528469,5,0.16521,0.907854,0.06164018,0.28410145,0.35601614,1.952839,True,2.9929,0.85508
NET-000363,bridge_relay,500,1998,7.9934,38,0.01598675,0.36388938,2.829338,8,0.12440856,0.31839885,0.01410633,0.524939,9,0.324295,0.909941,0.10431187,0.2666425,0.68146144,2.313014,True,2.9097,0.849369
