experiment_id,oscillator_count_N,coupling_topology,frequency_distribution,coupling_strength_K,critical_coupling_Kc,K_over_Kc_ratio,order_parameter_R,susceptibility_chi,relaxation_time_tau,phase_locked_fraction,mean_field_frequency,chimera_state_detected,lyapunov_exponent_max,simulation_timesteps,integration_method,thermalization_steps
OSC-000337,128,ring,uniform,0.675,0.049087,13.750978,0.96198347,0.12183065,1.563741,0.936042,7.85291,False,-0.10257329,10000,euler,5000
OSC-000338,128,small_world,gaussian,3.298705,1.278421,2.580296,0.78066795,2.66541474,0.533727,0.710324,7.864686,False,-0.13941118,500000,verlet,10000
OSC-000339,128,small_world,uniform,2.49717,1.59083,1.569728,0.60295343,0.53357424,0.987105,0.6675,7.848809,False,-0.11435876,10000,euler,5000
OSC-000340,128,lattice_2d,bimodal,1.56198,1.394267,1.120288,0.32878465,2.08400983,5.582088,0.231803,7.730863,True,-0.1047616,10000,symplectic_4th,10000
OSC-000341,128,all_to_all,uniform,3.79219,0.63662,5.956759,0.91289245,3.08991962,0.463249,0.979785,7.826513,False,-0.10194531,500000,verlet,1000
OSC-000342,8,ring,gaussian,3.297938,0.785398,4.199066,0.8774801,0.11230738,0.397236,0.85646,7.889658,False,-0.08811076,50000,symplectic_4th,10000
OSC-000343,8,ring,lorentzian,0.326215,0.785398,0.415349,0.72244047,0.02206759,7.467445,0.781955,7.9041,False,0.06788118,100000,verlet,10000
OSC-000344,32,lattice_2d,uniform,0.279996,1.452633,0.192751,0.04562237,0.71652558,41.79345,0.051443,7.882409,False,0.02464765,100000,euler,10000
OSC-000345,96,all_to_all,lorentzian,1.377305,0.63662,2.163465,0.73245576,0.62235313,1.283855,0.616684,7.895588,False,-0.12114444,50000,euler,1000
OSC-000346,48,lattice_2d,gaussian,3.60078,0.862491,4.174863,0.86820871,0.21004864,0.304154,0.866061,7.86791,False,-0.115709,500000,symplectic_4th,1000
OSC-000347,32,all_to_all,lorentzian,0.710644,0.63662,1.116277,0.32618101,0.57716636,12.032204,0.354968,7.771359,False,-0.08632369,100000,euler,1000
OSC-000348,48,all_to_all,uniform,1.948064,0.63662,3.060012,0.82325214,0.38871559,0.936886,0.893119,7.902631,False,-0.07116397,100000,symplectic_4th,1000
OSC-000349,64,lattice_2d,lorentzian,4.493194,1.111054,4.044084,0.8665094,1.37976652,0.507413,0.831139,7.88885,False,-0.10286799,500000,symplectic_4th,10000
OSC-000350,24,small_world,uniform,3.464626,0.714052,4.852064,0.88964302,0.1020239,0.443095,0.940213,7.805613,False,-0.05548753,100000,euler,10000
OSC-000351,96,lattice_2d,bimodal,4.012498,1.858425,2.159085,0.73815074,0.18881927,0.460966,0.631018,7.934525,False,-0.07304067,100000,rk4,5000
OSC-000352,96,small_world,uniform,3.209916,1.126834,2.848614,0.80691583,1.2896422,0.586636,0.843231,7.900738,False,-0.09168282,500000,rk4,5000
OSC-000353,24,scale_free,bimodal,4.451595,0.448959,9.915375,0.94688031,0.16127722,0.152653,0.864995,7.683248,False,-0.10081187,100000,euler,10000
OSC-000354,8,random_erdos_renyi,bimodal,4.826772,1.025374,4.707329,0.88077384,0.06711898,0.191737,0.875517,8.000341,False,-0.08260835,100000,rk4,5000
OSC-000355,128,scale_free,gaussian,4.578821,1.397129,3.277307,0.83420886,1.28235019,0.437782,0.836787,7.780184,False,-0.10507034,50000,rk4,10000
OSC-000356,96,ring,lorentzian,4.652634,0.06545,71.087013,0.99456257,2.07786323,0.186951,1.0,7.684697,False,-0.06968492,10000,verlet,1000
OSC-000357,128,small_world,lorentzian,1.834074,1.135667,1.614976,0.62080015,1.36711878,1.448153,0.663872,7.923585,False,-0.08615939,10000,euler,5000
OSC-000358,16,scale_free,uniform,1.207867,1.745118,0.69214,0.3031426,0.05318829,17.649332,0.274592,7.8576,False,0.05361835,500000,symplectic_4th,1000
OSC-000359,24,small_world,bimodal,0.12847,1.366709,0.094,0.23875091,0.01197997,27.018319,0.264983,7.899789,False,0.06556983,100000,rk4,1000
OSC-000360,32,scale_free,lorentzian,2.528281,1.755238,1.440421,0.55573631,0.25051198,1.229584,0.556332,7.655897,False,-0.1260211,500000,euler,1000
OSC-000361,16,all_to_all,gaussian,0.862156,0.63662,1.354271,0.51619808,0.11325549,4.245635,0.522576,7.980069,False,-0.12996046,10000,symplectic_4th,5000
OSC-000362,48,small_world,bimodal,0.504813,2.187531,0.230768,0.18052494,0.76734357,47.19719,0.148638,7.82039,False,0.05969834,100000,euler,10000
OSC-000363,96,ring,bimodal,3.561658,0.06545,54.418132,0.99193629,0.42743621,0.221985,0.991473,7.963609,False,-0.10125147,50000,euler,1000
OSC-000364,24,scale_free,uniform,0.816425,1.470725,0.555117,0.13186215,0.39918601,24.354753,0.164062,7.756348,False,0.01933936,50000,euler,5000
OSC-000365,96,scale_free,uniform,2.598332,1.427243,1.820526,0.67027251,0.31739673,0.836887,0.710552,7.768295,False,-0.08324202,100000,rk4,1000
OSC-000366,8,all_to_all,uniform,3.336111,0.63662,5.24035,0.89701884,0.13904083,0.343346,0.964087,7.760823,False,-0.09358564,500000,verlet,5000
OSC-000367,48,all_to_all,uniform,3.377843,0.63662,5.305903,0.89882501,0.27152249,0.428079,0.933357,7.890711,False,-0.13064797,100000,euler,10000
OSC-000368,48,ring,bimodal,0.527433,0.1309,4.029289,0.87026705,0.89917958,2.436601,0.861624,8.033486,False,-0.10820684,50000,euler,10000
OSC-000369,128,all_to_all,uniform,4.714908,0.63662,7.406161,0.92894358,0.54268586,0.077631,0.942598,7.773513,False,-0.10241799,50000,euler,5000
OSC-000370,48,random_erdos_renyi,lorentzian,3.614897,1.758495,2.055676,0.71468692,0.63227144,0.515895,0.613627,7.942769,False,-0.1042052,100000,euler,5000
OSC-000371,8,random_erdos_renyi,uniform,3.992513,1.498466,2.6644,0.78635,0.04333585,0.277857,0.831965,8.012952,False,-0.13883951,50000,symplectic_4th,10000
OSC-000372,96,random_erdos_renyi,bimodal,1.001925,1.306076,0.767126,0.04739762,1.32054547,107.363057,0.013626,7.635828,False,0.05557049,100000,verlet,1000
OSC-000373,48,lattice_2d,lorentzian,2.80554,1.179971,2.377634,0.76161189,0.6090189,0.613497,0.775693,7.95386,False,-0.06672923,50000,verlet,1000
OSC-000374,32,ring,uniform,0.10686,0.19635,0.544233,0.13852738,0.67697893,30.184281,0.153803,7.79513,False,0.02573309,50000,symplectic_4th,10000
OSC-000375,48,small_world,uniform,1.841867,1.469498,1.253399,0.44933531,0.43242426,2.534881,0.449001,7.847742,False,-0.12213528,10000,symplectic_4th,10000
OSC-000376,48,lattice_2d,gaussian,4.10255,0.995794,4.119878,0.87063414,0.85336802,0.162635,0.826062,7.831059,False,-0.11163175,50000,symplectic_4th,5000
OSC-000377,24,scale_free,uniform,4.09643,1.167376,3.509094,0.84570707,0.37955087,0.45636,0.87527,7.808021,False,-0.10344665,50000,symplectic_4th,10000
OSC-000378,32,all_to_all,gaussian,0.453039,0.63662,0.711631,0.14925789,0.34089674,46.010607,0.171842,7.821497,False,0.01823792,10000,rk4,5000
OSC-000379,96,all_to_all,uniform,4.150155,0.63662,6.519048,0.91955989,1.07650179,0.140501,0.955923,7.850506,False,-0.09040002,10000,rk4,1000
OSC-000380,64,lattice_2d,uniform,1.091376,1.583455,0.689237,0.15959202,0.74100684,56.823217,0.169819,7.801529,False,0.06009214,10000,verlet,10000
OSC-000381,16,all_to_all,uniform,0.603795,0.63662,0.948439,0.08662797,0.34333339,16.91512,0.062956,7.84877,False,0.0476887,500000,symplectic_4th,1000
OSC-000382,64,lattice_2d,lorentzian,1.985245,1.593065,1.246179,0.44954201,1.5292347,2.362747,0.47273,7.869563,False,-0.09286652,100000,verlet,1000
OSC-000383,64,all_to_all,lorentzian,4.624266,0.63662,7.26378,0.92935654,1.8316741,0.147591,0.904555,7.79177,False,-0.12656548,500000,euler,10000
OSC-000384,48,random_erdos_renyi,lorentzian,1.80709,1.422738,1.27015,0.46629095,1.12943592,2.413401,0.367494,7.88869,False,-0.12925972,10000,rk4,1000
OSC-000385,24,small_world,gaussian,3.949176,1.129326,3.496931,0.84914694,0.15122313,0.358419,0.737337,7.710982,False,-0.10154987,50000,euler,5000
OSC-000386,64,small_world,bimodal,2.176777,1.628545,1.336639,0.50095188,0.01975536,1.815685,0.457587,7.876878,False,-0.12758703,50000,symplectic_4th,5000
OSC-000387,128,random_erdos_renyi,bimodal,1.984674,0.954709,2.078825,0.71972329,0.10975268,0.910586,0.651852,7.757717,False,-0.10033615,50000,verlet,1000
OSC-000388,32,all_to_all,lorentzian,2.836035,0.63662,4.454833,0.87512928,1.01542078,0.393327,0.918275,7.863901,False,-0.07665208,50000,verlet,5000
OSC-000389,24,random_erdos_renyi,bimodal,1.288237,1.009926,1.275576,0.46545145,0.16815751,3.634233,0.562862,7.802229,False,-0.11866304,10000,symplectic_4th,5000
OSC-000390,8,lattice_2d,uniform,4.203442,1.438789,2.921513,0.80863163,0.09360224,0.342408,0.795194,7.860389,False,-0.07702885,500000,euler,1000
OSC-000391,128,lattice_2d,gaussian,3.765725,1.681236,2.239855,0.74353073,0.25589071,0.400386,0.767468,7.860215,False,-0.13023386,100000,rk4,1000
OSC-000392,8,lattice_2d,uniform,0.885709,1.353036,0.654608,0.13291161,0.01319545,9.017805,0.185058,7.794835,False,0.04628953,100000,euler,5000
OSC-000393,24,small_world,uniform,2.655355,1.274992,2.082644,0.72309084,0.22284354,0.752208,0.790571,7.842368,False,-0.08749986,10000,symplectic_4th,5000
OSC-000394,64,lattice_2d,bimodal,4.036362,1.584007,2.548197,0.77813779,0.3852935,0.353697,0.793772,7.855343,False,-0.1308686,10000,euler,5000
OSC-000395,24,random_erdos_renyi,uniform,0.420064,1.149198,0.365528,0.28120028,0.00884044,21.793019,0.340216,7.813449,False,0.04608021,100000,rk4,10000
OSC-000396,8,random_erdos_renyi,bimodal,4.723195,1.750083,2.698841,0.79513169,0.15503083,0.340222,0.784945,7.928688,False,-0.08866628,100000,euler,10000
OSC-000397,16,small_world,bimodal,4.492905,1.971129,2.279356,0.74328192,0.15575143,0.398413,0.73247,7.862497,False,-0.12182259,10000,verlet,1000
OSC-000398,24,lattice_2d,bimodal,4.76881,1.870259,2.549813,0.7823433,0.2593272,0.413046,0.770841,7.779927,False,-0.11244355,100000,symplectic_4th,1000
OSC-000399,64,small_world,lorentzian,3.155007,0.567617,5.558338,0.90625277,0.57282087,0.349865,0.83254,7.85331,False,-0.03196973,10000,euler,10000
OSC-000400,128,all_to_all,uniform,0.79885,0.63662,1.254831,0.45217189,0.10870695,5.977258,0.435266,7.867958,False,-0.09536961,100000,euler,5000
OSC-000401,24,all_to_all,lorentzian,2.924907,0.63662,4.594433,0.88355436,0.3134271,0.407912,0.829676,8.106041,False,-0.10481883,500000,euler,1000
OSC-000402,128,all_to_all,lorentzian,4.309116,0.63662,6.768744,0.92034773,2.75178616,0.317146,0.907277,7.70077,False,-0.07131894,100000,verlet,1000
OSC-000403,96,random_erdos_renyi,bimodal,3.444522,1.450693,2.374398,0.76496927,0.04196126,0.400274,0.762862,7.755179,False,-0.09890686,10000,verlet,5000
OSC-000404,24,random_erdos_renyi,bimodal,4.283763,1.465845,2.922385,0.81245789,0.72166206,0.308553,0.771985,7.708647,False,-0.09513083,500000,rk4,1000
OSC-000405,24,lattice_2d,uniform,3.864262,2.089259,1.849585,0.67316847,0.30689268,0.645044,0.604286,8.13622,False,-0.13101839,500000,rk4,5000
OSC-000406,128,all_to_all,gaussian,4.747815,0.63662,7.45785,0.93078119,1.82140763,0.297543,0.79576,7.706625,False,-0.09891229,100000,symplectic_4th,5000
OSC-000407,32,all_to_all,gaussian,4.353301,0.63662,6.838149,0.92273768,0.78417644,0.223855,0.913899,7.971005,False,-0.09344379,500000,rk4,5000
OSC-000408,128,scale_free,gaussian,3.381258,1.556991,2.171661,0.73432472,3.68758749,0.725226,0.793412,7.738584,False,-0.07198236,50000,euler,5000
OSC-000409,96,scale_free,bimodal,4.83139,0.987916,4.890488,0.89112959,0.99450069,0.344912,0.807014,7.750427,False,-0.13928932,50000,rk4,10000
OSC-000410,24,small_world,lorentzian,0.169515,1.262764,0.134241,0.37860168,0.09861221,19.813315,0.378754,7.869066,False,0.0210949,100000,rk4,5000
OSC-000411,24,lattice_2d,bimodal,0.278781,1.246615,0.223631,0.20553871,0.23582731,20.906465,0.17705,7.667113,False,0.03875682,50000,euler,10000
OSC-000412,8,small_world,lorentzian,0.179337,1.375936,0.130338,0.33255676,0.02287414,9.672357,0.275309,7.764532,False,0.03223492,500000,verlet,5000
OSC-000413,96,random_erdos_renyi,lorentzian,2.19908,1.641189,1.339931,0.50450892,1.53216346,1.881401,0.457249,7.803975,False,-0.08281462,500000,verlet,10000
OSC-000414,16,all_to_all,uniform,0.539226,0.63662,0.847014,0.31570297,0.52952497,16.765499,0.381905,7.930949,False,0.03212841,500000,rk4,10000
OSC-000415,48,scale_free,gaussian,1.192109,1.235853,0.964604,0.13568267,0.61222955,51.62619,0.188727,8.015855,False,0.0869106,500000,symplectic_4th,10000
OSC-000416,96,all_to_all,lorentzian,3.932761,0.63662,6.177566,0.91388191,0.92402017,0.255945,0.87789,8.009407,False,-0.12515969,50000,rk4,5000
OSC-000417,8,all_to_all,uniform,0.851539,0.63662,1.337595,0.49320762,0.18459337,4.503698,0.431974,7.701137,False,-0.05647695,500000,euler,10000
OSC-000418,96,ring,bimodal,4.159895,0.06545,63.558506,0.99295176,0.23577705,0.341729,1.0,7.891153,False,-0.10175198,100000,euler,5000
OSC-000419,32,all_to_all,gaussian,2.57086,0.63662,4.038297,0.86319526,0.09201662,0.591869,0.804608,7.82185,False,-0.07467548,100000,euler,1000
OSC-000420,16,all_to_all,bimodal,0.156537,0.63662,0.245887,0.01808912,0.06850735,13.045429,0,7.958289,False,0.04550538,10000,euler,5000
OSC-000421,64,ring,gaussian,3.297361,0.098175,33.586647,0.98529036,1.05352562,0.398254,0.917453,7.864221,False,-0.11825229,100000,rk4,5000
OSC-000422,16,ring,uniform,3.228094,0.392699,8.220274,0.93515118,0.12424915,0.221243,0.952247,7.893723,False,-0.0898452,50000,rk4,1000
OSC-000423,128,small_world,gaussian,0.207589,1.230234,0.16874,0.06508178,4.17804157,156.882227,0.132728,7.900346,False,0.03771219,500000,euler,1000
OSC-000424,48,all_to_all,gaussian,3.332365,0.63662,5.234467,0.90118918,0.16025353,0.225354,0.935131,7.891542,False,-0.13713709,10000,euler,10000
OSC-000425,48,all_to_all,gaussian,3.069943,0.63662,4.822255,0.89799699,0.08517238,0.382218,0.900399,7.760346,False,-0.12827349,10000,verlet,1000
OSC-000426,32,all_to_all,gaussian,1.411194,0.63662,2.216698,0.74654043,0.46665842,1.303165,0.70979,7.933123,False,-0.10909139,500000,symplectic_4th,10000
OSC-000427,96,ring,lorentzian,0.947502,0.06545,14.476758,0.96808934,0.18719051,0.928183,0.958397,7.927995,False,-0.12950621,100000,euler,1000
OSC-000428,128,scale_free,bimodal,2.176313,1.2433,1.750433,0.65470196,1.07440959,0.96249,0.607001,7.713145,False,-0.088879,100000,rk4,5000
OSC-000429,24,all_to_all,lorentzian,2.975659,0.63662,4.674155,0.88453693,0.67267994,0.26703,0.782125,7.815226,False,-0.09605192,50000,verlet,5000
OSC-000430,24,small_world,gaussian,1.922625,1.89392,1.015156,0.12482048,0.26260372,25.786355,0.121728,7.843452,False,-0.11064301,100000,euler,10000
OSC-000431,16,scale_free,lorentzian,3.048829,1.795344,1.698187,0.63890309,0.14728875,0.76747,0.706263,7.977363,False,-0.12652834,10000,symplectic_4th,10000
OSC-000432,96,small_world,lorentzian,2.520278,1.530645,1.646546,0.62724961,1.69593919,1.023578,0.667448,7.904797,False,-0.12149906,50000,rk4,5000
OSC-000433,8,lattice_2d,uniform,4.567051,1.261242,3.621075,0.84787866,0.23002103,0.12734,0.908856,7.854587,False,-0.10278294,10000,rk4,5000
OSC-000434,16,scale_free,lorentzian,2.061687,1.422455,1.449386,0.56509364,0.02994389,1.510177,0.527046,7.765156,False,-0.10726965,10000,verlet,10000
OSC-000435,16,all_to_all,gaussian,0.334388,0.63662,0.525255,0.25984191,0.23525441,16.098453,0.226133,7.966836,False,0.03876735,50000,verlet,10000
OSC-000436,8,lattice_2d,uniform,1.37247,1.572056,0.873041,0.03731906,0.0421597,8.597447,0.03088,7.76415,True,0.07419714,500000,verlet,10000
OSC-000437,24,ring,bimodal,0.687517,0.261799,2.626121,0.78592411,0.36315025,2.126818,0.736792,7.942735,False,-0.11738119,10000,euler,10000
OSC-000438,128,lattice_2d,bimodal,3.681236,1.761521,2.089806,0.72190963,1.43154922,0.595575,0.715955,7.869833,False,-0.13790614,50000,rk4,1000
OSC-000439,128,all_to_all,gaussian,0.164328,0.63662,0.258125,0.06452584,1.77937756,174.228505,0.07346,7.873462,False,0.05686406,100000,verlet,10000
OSC-000440,128,lattice_2d,gaussian,4.254254,1.887449,2.253971,0.74661601,1.69634945,0.506218,0.72195,7.69697,False,-0.09180249,50000,symplectic_4th,1000
OSC-000441,16,small_world,bimodal,4.362174,1.631939,2.673001,0.79480703,0.10617068,0.319602,0.853695,7.713981,False,-0.09748834,50000,verlet,1000
OSC-000442,128,lattice_2d,bimodal,1.824588,2.134605,0.854766,0.08225957,2.37530807,117.21736,0.109613,7.745327,True,0.06281033,100000,rk4,5000
OSC-000443,48,small_world,uniform,4.647298,1.780658,2.609877,0.786253,0.58734611,0.408461,0.804123,7.901972,False,-0.11887902,10000,rk4,10000
OSC-000444,32,all_to_all,gaussian,0.664421,0.63662,1.04367,0.20188223,0.65097163,26.374183,0.206228,7.952946,False,-0.10659398,500000,symplectic_4th,5000
OSC-000445,16,ring,lorentzian,2.526341,0.392699,6.433275,0.92921565,0.21139495,0.525831,0.878192,7.711426,False,-0.10037294,50000,symplectic_4th,10000
OSC-000446,48,lattice_2d,gaussian,0.93414,1.522996,0.613357,0.03639176,0.21664534,42.77765,0.084319,7.973954,False,0.04303877,500000,verlet,1000
OSC-000447,24,small_world,uniform,0.147696,1.742235,0.084774,0.30306965,0.07718467,28.357278,0.404687,7.831285,False,0.04400874,10000,verlet,1000
OSC-000448,24,ring,uniform,0.589963,0.261799,2.253493,0.74603087,0.31210392,2.871842,0.699636,7.835451,False,-0.12830535,100000,verlet,5000
OSC-000449,8,small_world,lorentzian,3.57977,1.374577,2.604271,0.79433709,0.00709521,0.585664,0.709971,7.789671,False,-0.10553677,10000,euler,5000
OSC-000450,32,lattice_2d,gaussian,2.930163,1.453113,2.016473,0.71068156,0.20655841,0.572418,0.716543,7.871627,False,-0.08288934,10000,verlet,10000
OSC-000451,128,random_erdos_renyi,gaussian,1.400016,1.360256,1.029229,0.1669263,1.13672013,20.016184,0.199791,7.915971,False,-0.1006546,10000,verlet,10000
OSC-000452,16,scale_free,bimodal,1.800289,1.013928,1.77556,0.6572999,0.17593463,1.26397,0.682611,7.805095,False,-0.11023615,100000,euler,5000
OSC-000453,128,small_world,uniform,4.018947,1.168733,3.438722,0.84264551,1.31620682,0.322004,0.908257,7.910715,False,-0.09439433,500000,verlet,10000
OSC-000454,8,all_to_all,lorentzian,0.774822,0.63662,1.217088,0.43130748,0.01687652,6.495259,0.429728,7.599956,False,-0.11846711,100000,euler,10000
OSC-000455,32,scale_free,uniform,4.67138,1.480557,3.155151,0.82734734,0.32385129,0.463064,0.789234,7.896154,False,-0.06515073,100000,verlet,1000
OSC-000456,96,lattice_2d,lorentzian,4.041463,1.140713,3.542928,0.84943676,2.21836736,0.343541,0.901321,7.856603,False,-0.0837901,100000,symplectic_4th,10000
OSC-000457,24,scale_free,bimodal,3.501254,1.802076,1.9429,0.6994718,0.12477429,0.581433,0.670223,7.902961,False,-0.14991218,500000,rk4,10000
OSC-000458,8,scale_free,uniform,3.803697,1.659699,2.2918,0.74627801,0.03503604,0.469788,0.806125,7.91725,False,-0.08204382,100000,rk4,5000
OSC-000459,24,scale_free,uniform,2.638241,1.004777,2.625698,0.7884643,0.29366033,0.572844,0.769968,8.120267,False,-0.0789853,100000,symplectic_4th,10000
OSC-000460,64,all_to_all,uniform,3.728317,0.63662,5.856427,0.91272254,0.16007623,0.176564,0.944735,7.852154,False,-0.07972945,500000,euler,1000
OSC-000461,24,small_world,lorentzian,3.623796,1.887706,1.919683,0.69896569,0.07132894,0.524982,0.6755,7.882581,False,-0.09528024,10000,rk4,1000
OSC-000462,32,all_to_all,bimodal,0.220816,0.63662,0.346857,0.17585658,0.30838495,36.831547,0.156935,7.766553,False,0.05130258,50000,verlet,10000
OSC-000463,128,lattice_2d,uniform,1.005558,1.111337,0.904818,0.05183039,2.06229986,93.948785,0.09111,7.974563,True,0.02822809,100000,verlet,10000
OSC-000464,16,random_erdos_renyi,bimodal,1.899963,1.401368,1.355792,0.5114951,0.31600896,2.000613,0.458375,7.851999,False,-0.11043713,100000,symplectic_4th,1000
OSC-000465,96,all_to_all,lorentzian,0.267009,0.63662,0.419417,0.08746165,0.17864679,56.574598,0.124805,7.796503,False,0.05866761,500000,verlet,1000
OSC-000466,24,small_world,gaussian,2.014059,1.226788,1.641733,0.63040707,0.56366672,1.310404,0.582813,7.957836,False,-0.11686494,50000,verlet,10000
OSC-000467,48,scale_free,uniform,4.589184,1.902576,2.41209,0.76341061,0.11108473,0.226458,0.776359,7.626607,False,-0.12106236,100000,euler,10000
OSC-000468,64,random_erdos_renyi,lorentzian,0.431093,1.013068,0.425532,0.11911759,1.66205719,67.835746,0.127602,7.97697,False,0.01983639,100000,euler,10000
OSC-000469,32,all_to_all,gaussian,3.667999,0.63662,5.76168,0.90910615,0.3229197,0.507993,0.9249,7.813244,False,-0.10001679,10000,symplectic_4th,5000
OSC-000470,8,ring,lorentzian,0.627539,0.785398,0.799007,0.09764215,0.03935651,8.266889,0.056204,7.733092,False,0.05777578,100000,euler,1000
OSC-000471,24,scale_free,gaussian,0.52149,1.828615,0.285183,0.51158897,0.33233842,25.026914,0.518978,7.836504,False,0.0515837,500000,rk4,5000
OSC-000472,24,lattice_2d,bimodal,4.155121,1.57515,2.637922,0.7905702,0.01465606,0.385603,0.869753,7.714569,False,-0.09315141,500000,rk4,10000
OSC-000473,16,ring,lorentzian,0.594474,0.392699,1.513815,0.57750024,0.10798258,4.722264,0.567168,7.824619,False,-0.09282902,100000,symplectic_4th,10000
OSC-000474,64,all_to_all,gaussian,4.843763,0.63662,7.608565,0.93010622,1.38687832,0.296383,1.0,7.645281,False,-0.12018962,10000,rk4,10000
OSC-000475,128,small_world,uniform,0.258146,1.499911,0.172108,0.05206745,1.6858937,134.831322,0.040748,7.882249,False,0.08533239,100000,rk4,1000
OSC-000476,128,all_to_all,uniform,1.794643,0.63662,2.819019,0.80494077,1.85122288,0.840665,0.690088,7.916813,False,-0.1148255,50000,verlet,10000
OSC-000477,8,all_to_all,uniform,2.533324,0.63662,3.979336,0.86629278,0.15339379,0.351769,0.878531,7.881299,False,-0.11007462,10000,rk4,1000
OSC-000478,96,lattice_2d,uniform,3.851839,1.407115,2.737402,0.79645805,0.61800489,0.307561,0.77206,7.854159,False,-0.13945559,100000,verlet,1000
OSC-000479,64,scale_free,uniform,1.267034,1.743175,0.726854,0.01488031,0.68969743,45.720164,0.058289,7.873989,False,0.0268209,10000,rk4,10000
OSC-000480,32,all_to_all,uniform,0.377607,0.63662,0.593144,0.13346967,0.41820367,28.591675,0.195941,8.103237,False,0.00503684,50000,symplectic_4th,5000
OSC-000481,16,lattice_2d,uniform,1.108719,2.12823,0.520958,0.2724839,0.07865395,10.366401,0.351646,7.711344,False,0.03407354,100000,verlet,10000
OSC-000482,32,random_erdos_renyi,lorentzian,1.662409,1.588489,1.046535,0.20926444,0.2813369,11.857424,0.251503,7.939884,False,-0.10705477,10000,euler,1000
OSC-000483,32,small_world,gaussian,3.960906,1.84561,2.146123,0.73474223,0.54836152,0.486883,0.655664,7.8923,False,-0.0960301,10000,verlet,5000
OSC-000484,96,small_world,uniform,0.392628,1.481903,0.264949,0.06135872,0.21182797,114.723442,0.06716,7.763066,False,0.05491291,500000,euler,10000
OSC-000485,96,random_erdos_renyi,uniform,3.838682,1.459618,2.629922,0.78681333,2.90520861,0.334232,0.788087,7.739504,False,-0.09263936,50000,rk4,5000
OSC-000486,96,scale_free,uniform,4.056244,1.29354,3.13577,0.82052855,0.18125112,0.435683,0.803583,7.953507,False,-0.10141527,500000,verlet,1000
OSC-000487,96,scale_free,gaussian,4.017986,1.535471,2.616777,0.78629781,1.3468602,0.388378,0.786324,7.955111,False,-0.11047295,100000,verlet,5000
OSC-000488,48,lattice_2d,uniform,0.709101,1.756237,0.403762,0.11544053,0.30392157,47.451146,0.146692,7.725268,False,0.05499757,500000,rk4,5000
OSC-000489,128,lattice_2d,gaussian,0.48978,1.168413,0.419184,0.06320174,2.57336599,108.462196,0.114778,7.798828,False,0.04823191,100000,symplectic_4th,1000
OSC-000490,32,lattice_2d,gaussian,0.819819,2.026723,0.404505,0.04158971,0.25110603,33.349387,0.050819,7.750526,False,0.01361995,100000,rk4,10000
OSC-000491,32,all_to_all,lorentzian,4.878883,0.63662,7.663732,0.93926926,0.38246368,0.308089,0.888691,7.900271,False,-0.09594241,10000,rk4,10000
OSC-000492,128,all_to_all,uniform,1.261196,0.63662,1.981082,0.70294161,2.37610591,1.621595,0.656401,7.701669,False,-0.13178492,50000,rk4,5000
OSC-000493,64,small_world,bimodal,4.71815,1.732367,2.723528,0.79404967,0.59598556,0.358005,0.765995,7.891042,False,-0.08428409,10000,euler,5000
OSC-000494,64,ring,bimodal,4.170561,0.098175,42.480987,0.99086608,1.64867568,0.277696,0.862439,8.067913,False,-0.09293184,50000,symplectic_4th,10000
OSC-000495,16,random_erdos_renyi,uniform,3.0748,1.556945,1.974894,0.69932447,0.00322817,0.627617,0.729389,7.634136,False,-0.12003519,100000,euler,5000
OSC-000496,32,scale_free,lorentzian,1.281128,1.498309,0.855049,0.0875439,0.2488855,18.891833,0.057434,7.901066,False,0.00565831,500000,euler,5000
OSC-000497,96,ring,gaussian,4.636013,0.06545,70.833062,0.99275552,1.02680292,0.437284,0.958773,7.698444,False,-0.12809639,100000,verlet,1000
OSC-000498,16,scale_free,bimodal,2.574627,1.170773,2.199084,0.74189949,0.31002144,0.756136,0.719376,7.876899,False,-0.08009444,50000,rk4,5000
OSC-000499,48,random_erdos_renyi,bimodal,0.266971,1.493,0.178815,0.07496057,0.18751983,54.137349,0.101553,7.826632,False,0.08002083,500000,verlet,1000
OSC-000500,96,lattice_2d,gaussian,3.588719,1.001223,3.584334,0.85231563,2.35331939,0.492419,0.812433,7.591712,False,-0.14289097,10000,rk4,10000
OSC-000501,64,scale_free,bimodal,2.234882,1.164465,1.919234,0.68905962,0.68778772,0.770549,0.680732,7.670474,False,-0.13133287,10000,euler,1000
OSC-000502,64,lattice_2d,bimodal,1.958935,1.203561,1.627617,0.61820958,0.92716159,1.101801,0.554959,7.898916,False,-0.09039063,100000,rk4,10000
OSC-000503,96,small_world,lorentzian,4.772217,1.123273,4.248492,0.87671357,3.1927283,0.336041,0.936602,7.720852,False,-0.11463738,100000,rk4,5000
OSC-000504,48,ring,uniform,1.510431,0.1309,11.538847,0.95667173,0.13967372,0.725634,1.0,8.036893,False,-0.10161662,10000,euler,10000
OSC-000505,48,ring,uniform,1.113531,0.1309,8.506752,0.94332012,0.90610632,0.865161,1.0,7.866901,False,-0.07587004,50000,rk4,5000
OSC-000506,8,small_world,gaussian,1.481004,1.40672,1.052807,0.23101999,0.05286444,11.815783,0.239844,7.615687,False,-0.08721049,10000,symplectic_4th,5000
OSC-000507,128,small_world,uniform,3.685005,2.123455,1.735382,0.64677348,2.16982222,0.698747,0.724826,7.914632,False,-0.10252379,100000,verlet,5000
